idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia,idadeMinMaxScaler,salarioMinMaxScaler,idadeMinMaxScaler_mm,salarioMinMaxScaler_mm,idadeStandardScaler,salarioStandardScaler,idadeRobustScaler,salarioRobustScaler,estado_civil_Casado,estado_civil_Divorciado,estado_civil_Solteiro,estado_civil_Viúvo,nivel_educacao_cod,area_atuacao_cod,estado_cod,salario_log,salario_boxcox,estado_freq,idade_filhos_interac,idade_anos_experiencia_interac
29,1995-02-22,Rio Grande do Norte,3913.59,Ensino Médio,1,Casado,Educação,3,0.1506849315068493,0.0900544492492966,-0.6986301369863014,-0.8198911015014068,-0.7150731033214787,-0.8218685381532514,-0.391304347826087,-0.5093461378860632,True,False,False,False,2,1,18,8.272465877525745,8.774708028875102,0.037316027349634955,29,87
39,1984-12-08,Rio Grande do Sul,11956.86,Ensino Superior,1,Divorciado,Saúde,13,0.2876712328767122,0.3734805516245975,-0.4246575342465755,-0.2530388967508049,-0.0657454586982619,1.490785316484467,0.0434782608695652,1.3978848775861048,False,True,False,False,3,3,19,9.389144081728896,10.03960971643232,0.0400973461583034,39,507
27,1996-11-08,São Paulo,4741.55,Ensino Fundamental,2,Casado,Tecnologia,5,0.1232876712328767,0.1192298313666014,-0.7534246575342466,-0.7615403372667972,-0.844938632246122,-0.5838080372020406,-0.4782608695652174,-0.313019147548758,True,False,False,False,1,4,25,8.464330244716166,8.990623912728278,0.0382431336191911,54,135
28,1995-08-04,Santa Catarina,5750.38,Ensino Médio,1,Casado,Tecnologia,1,0.136986301369863,0.1547786510455721,-0.726027397260274,-0.6904426979088557,-0.7800058677838003,-0.2937426050862258,-0.4347826086956521,-0.0738040192068291,True,False,False,False,2,4,23,8.657195104996003,9.208255727222667,0.03523003824313362,28,28
22,2001-07-26,Distrito Federal,3302.26,Ensino Médio,1,Solteiro,Indústria,2,0.0547945205479452,0.0685126038101788,-0.8904109589041096,-0.8629747923796423,-1.1696024545577304,-0.9976421577079444,-0.6956521739130435,-0.6543055308554152,False,False,True,False,2,2,6,8.102665138611322,8.584108647677983,0.0363889210800788,22,44
31,1993-04-10,Pernambuco,6801.59,Ensino Médio,1,Casado,Saúde,8,0.1780821917808219,0.191820843223373,-0.6438356164383562,-0.616358313553254,-0.5852075743968354,0.0085082031713257,-0.3043478260869565,0.1754603118145711,True,False,False,False,2,3,16,8.825058700999868,9.398158463762089,0.03905435160505273,31,248
46,1977-07-14,Distrito Federal,3452.93,Ensino Fundamental,1,Divorciado,Saúde,24,0.3835616438356164,0.0738218637063264,-0.2328767123287671,-0.8523562725873473,0.3887838925379897,-0.9543205290322612,0.3478260869565217,-0.6185784575256388,False,True,False,False,1,3,6,8.147267992143412,8.634130617214932,0.0363889210800788,46,1104
62,1961-06-30,São Paulo,7316.91,Ensino Superior,2,Solteiro,Indústria,8,0.6027397260273972,0.2099795198655893,0.2054794520547944,-0.5800409602688212,1.4277081239351364,0.1566763965021362,1.0434782608695652,0.2976536842729266,False,False,True,False,3,2,25,8.898080047061327,9.480907443500637,0.0382431336191911,124,496
23,2000-08-11,Paraíba,3076.23,Ensino Médio,0,Casado,Indústria,5,0.0684931506849315,0.0605478330241814,-0.863013698630137,-0.878904333951637,-1.1046696900954087,-1.062631788885782,-0.6521739130434783,-0.7079020688837513,True,False,False,False,2,2,14,8.031785120659837,8.504681663247728,0.03766369220071851,0,115
25,1998-11-08,Goiás,3268.8,Ensino Médio,0,Solteiro,Educação,6,0.0958904109589041,0.0673335513370581,-0.8082191780821918,-0.8653328973258836,-0.9748041611707652,-1.0072627968231525,-0.5652173913043478,-0.6622396111209912,False,False,True,False,2,1,8,8.092484099941313,8.57269505584641,0.03905435160505273,0,150
49,1974-10-19,Bahia,10181.14,Ensino Superior,1,Casado,Comércio,23,0.4246575342465754,0.310908314398958,-0.1506849315068492,-0.378183371202084,0.5835821859249547,0.9802186311988444,0.4782608695652174,0.9768237595589542,True,False,False,False,3,0,4,9.228390484122222,9.856287763029744,0.03592536794530073,49,1127
61,1962-11-10,Alagoas,9928.59,Ensino Médio,0,Casado,Indústria,33,0.589041095890411,0.3020090405768829,0.1780821917808219,-0.3959819188462341,1.3627753594728147,0.9076037953188164,1.0,0.9169387634121762,True,False,False,False,2,2,1,9.203274467163642,9.827683230673053,0.03279638428554873,0,2013
59,1965-04-05,Pernambuco,9808.35,Ensino Superior,4,Casado,Educação,35,0.5616438356164383,0.2977720630105938,0.1232876712328765,-0.4044558739788123,1.2329098305481714,0.8730316002437238,0.9130434782608696,0.8884272926670224,True,False,False,False,3,1,16,9.19109129144472,9.813811511537379,0.03905435160505273,236,2065
50,1973-09-28,Sergipe,5225.2,Ensino Médio,1,Casado,Comércio,16,0.4383561643835616,0.1362725309668653,-0.1232876712328767,-0.7274549380662694,0.6485149503872764,-0.4447458104216972,0.5217391304347826,-0.1983354081451183,True,False,False,False,2,0,24,8.561439715535796,9.100129762526423,0.034766485108355547,50,800
22,2001-10-02,Sergipe,3645.0,Ensino Superior,1,Casado,Educação,0,0.0547945205479452,0.0805899631836812,-0.8904109589041096,-0.8388200736326374,-1.1696024545577304,-0.899095300255872,-0.6956521739130435,-0.5730345604363033,True,False,False,False,3,1,24,8.201385955238608,8.694866048527013,0.034766485108355547,22,0
85,1939-04-10,Distrito Federal,2387.19,Ensino Fundamental,0,Casado,Tecnologia,36,0.9178082191780822,0.0362676681682612,0.8356164383561644,-0.9274646636634776,2.9211617065685345,-1.2607490983879586,2.0434782608695654,-0.8712881617167586,True,False,False,False,1,4,6,7.778291035836519,8.221269653507647,0.0363889210800788,0,3060
46,1978-02-22,Alagoas,7664.25,Ensino Médio,1,Casado,Tecnologia,3,0.3835616438356164,0.2222189725258926,-0.2328767123287671,-0.5555620549482148,0.3887838925379897,0.2565458761876206,0.3478260869565217,0.3800154128875452,True,False,False,False,2,4,1,8.944452406560071,9.533501646657093,0.03279638428554873,46,138
55,1968-05-29,Amazonas,3649.5,Ensino Médio,0,Casado,Comércio,11,0.5068493150684931,0.0807485327033777,0.0136986301369861,-0.8385029345932445,0.9731787726988846,-0.8978014306797083,0.7391304347826086,-0.5719675143754817,True,False,False,False,2,0,3,8.20261942349614,8.696250884288784,0.039170239888747245,0,605
55,1968-07-21,Amazonas,4405.56,Ensino Médio,2,Casado,Educação,35,0.5068493150684931,0.1073903262726437,0.0136986301369861,-0.7852193474547126,0.9731787726988846,-0.6804140902898675,0.7391304347826086,-0.3926895488766375,True,False,False,False,2,1,3,8.39084961869574,8.90786290126413,0.039170239888747245,110,1925
42,1981-07-23,Piauí,4501.08,Ensino Médio,0,Casado,Saúde,8,0.3287671232876712,0.1107562286107336,-0.3424657534246575,-0.7784875427785327,0.129052834688703,-0.6529495520865009,0.1739130434782608,-0.3700397178255973,True,False,False,False,2,3,17,8.412294791188849,8.932007667487794,0.03743191563332947,0,336
21,2002-07-18,Amazonas,2386.33,Ensino Fundamental,0,Viúvo,Educação,3,0.0410958904109589,0.0362373637711637,-0.9178082191780822,-0.9275252724576726,-1.234535219020052,-1.2609963712402923,-0.7391304347826086,-0.8714920860750489,False,False,False,True,1,1,3,7.777930865631265,8.220867696104227,0.039170239888747245,0,63
18,2005-06-04,Mato Grosso do Sul,3485.57,Ensino Fundamental,1,Casado,Tecnologia,0,0.0,0.0749720212891913,-1.0,-0.8500559574216173,-1.429333512407017,-0.9449356617064874,-0.8695652173913043,-0.6108388167644793,True,False,False,False,1,4,11,8.156673723901077,8.644683138462588,0.03557770309421718,18,0
28,1996-01-23,Roraima,3441.77,Ensino Médio,0,Solteiro,Saúde,3,0.136986301369863,0.0734286112974792,-0.726027397260274,-0.8531427774050415,-0.7800058677838003,-0.9575293255811468,-0.4347826086956521,-0.6212247317564764,False,False,True,False,2,3,22,8.14403165889978,8.630500019427654,0.037200139065940434,0,84
83,1940-10-17,Goiás,3432.61,Ensino Médio,1,Casado,Indústria,2,0.8904109589041095,0.0731058342307193,0.780821917808219,-0.8537883315385613,2.791296177643891,-0.9601630689850712,1.9565217391304348,-0.6233967632936155,True,False,False,False,2,2,8,8.141367464827292,8.627511385793147,0.03905435160505273,83,166
65,1958-07-30,Maranhão,7609.68,Ensino Fundamental,3,Casado,Indústria,28,0.6438356164383562,0.2202960528170403,0.2876712328767123,-0.5594078943659193,1.622506417322101,0.2408555511273429,1.173913043478261,0.3670757009899816,True,False,False,False,1,2,9,8.937307802974093,9.525396198559157,0.0363889210800788,195,1820
23,2000-12-04,Rondônia,3468.81,Ensino Fundamental,1,Divorciado,Tecnologia,0,0.0684931506849315,0.0743814379224996,-0.863013698630137,-0.8512371241550007,-1.1046696900954087,-0.9497546070612658,-0.6521739130434783,-0.6148129705376727,False,True,False,False,1,4,21,8.151855116398565,8.639276849485455,0.03569359137791169,23,0
78,1945-10-12,Espírito Santo,5986.45,Ensino Médio,1,Solteiro,Comércio,35,0.8219178082191779,0.1630972080488478,0.6438356164383559,-0.6738055839023043,2.466632355332283,-0.2258662071206812,1.7391304347826086,-0.0178267828561266,False,False,True,False,2,0,7,8.697420890953614,9.25372185786922,0.03430293197357747,78,2730
22,2001-09-25,Rio Grande do Sul,5093.49,Ensino Médio,2,Solteiro,Indústria,2,0.0547945205479452,0.1316313773137054,-0.8904109589041096,-0.7367372453725891,-1.1696024545577304,-0.4826159352831446,-0.6956521739130435,-0.229566660738633,False,False,True,False,2,2,19,8.535914842511245,9.07133200551503,0.0400973461583034,44,44
39,1984-06-03,Paraná,3446.2,Ensino Médio,0,Casado,Indústria,15,0.2876712328767122,0.0735847141802026,-0.4246575342465755,-0.8528305716395947,-0.0657454586982619,-0.956255582865057,0.0434782608695652,-0.6201742841899343,True,False,False,False,2,2,13,8.145317586301628,8.631942584384628,0.0395179047398308,0,585
54,1969-06-18,Pará,8094.16,Ensino Médio,4,Solteiro,Tecnologia,8,0.4931506849315068,0.2373679996842704,-0.0136986301369863,-0.5252640006314592,0.908246008236563,0.3801564249628453,0.6956521739130435,0.4819562511115062,False,False,True,False,2,4,15,8.99902163120362,9.59543659909675,0.03812724533549658,216,432
28,1995-07-11,Amazonas,5517.69,Ensino Médio,3,Casado,Indústria,5,0.136986301369863,0.146579197370424,-0.726027397260274,-0.706841605259152,-0.7800058677838003,-0.3606471632367854,-0.4347826086956521,-0.1289797854051812,True,False,False,False,2,2,3,8.61589579226599,9.16160306332772,0.039170239888747245,84,140
24,1999-12-22,Bahia,3057.43,Ensino Fundamental,1,Solteiro,Indústria,6,0.0821917808219178,0.0598853648085607,-0.8356164383561644,-0.8802292703828785,-1.039736925633087,-1.068037288448421,-0.6086956521739131,-0.7123599502045173,False,False,True,False,1,2,4,8.025656991384578,8.49781831298429,0.03592536794530073,24,144
49,1974-04-26,Goiás,4611.62,Ensino Médio,0,Casado,Comércio,14,0.4246575342465754,0.1146514007678993,-0.1506849315068492,-0.7706971984642015,0.5835821859249547,-0.6211663647644722,0.4782608695652174,-0.3438283241448812,True,False,False,False,2,0,8,8.436551304270528,8.959326484255348,0.03905435160505273,0,686
30,1993-12-11,Rio Grande do Sul,6082.64,Ensino Médio,3,Solteiro,Indústria,4,0.1643835616438356,0.166486719626537,-0.6712328767123288,-0.6670265607469259,-0.650140338859157,-0.198209026113752,-0.3478260869565217,0.0049819194973027,False,False,True,False,2,2,19,8.713358480030843,9.271742828992908,0.0400973461583034,90,120
47,1977-03-19,Distrito Federal,19730.97,Ensino Superior,2,Casado,Tecnologia,28,0.3972602739726026,0.6474220824617882,-0.2054794520547946,0.2948441649235764,0.4537166570003113,3.726048518873252,0.391304347826087,3.241292311340328,True,False,False,False,3,4,6,9.889995441979474,10.613449879091261,0.0363889210800788,94,1316
56,1967-09-12,Amazonas,4895.37,Ensino Médio,0,Casado,Tecnologia,0,0.5205479452054794,0.1246500899265364,0.0410958904109588,-0.750699820146927,1.0381115371612064,-0.5395806998230426,0.782608695652174,-0.2765451419764064,True,False,False,False,2,4,3,8.496249393232175,9.02660110132623,0.039170239888747245,0,0
22,2002-02-18,Amazonas,4746.11,Ensino Médio,1,Solteiro,Educação,3,0.0547945205479452,0.1193905151465605,-0.8904109589041096,-0.761218969706879,-1.1696024545577304,-0.5824969160315282,-0.6956521739130435,-0.3119378742071256,False,False,True,False,2,1,3,8.465291290812859,8.991706904780118,0.039170239888747245,22,66
22,2001-08-17,Espírito Santo,9137.8,Ensino Superior,0,Solteiro,Indústria,0,0.0547945205479452,0.2741434426922707,-0.8904109589041096,-0.4517131146154585,-1.1696024545577304,0.6802306570667169,-0.6956521739130435,0.7294255735372575,False,False,True,False,3,2,7,9.120284364800328,9.733238199429334,0.03430293197357747,0,0
18,2005-12-28,Pernambuco,2788.97,Ensino Médio,1,Casado,Comércio,0,0.0,0.050425459640181,-1.0,-0.8991490807196378,-1.429333512407017,-1.145226672096619,-0.8695652173913043,-0.776017546979667,True,False,False,False,2,0,16,7.933786122069429,8.394996375809704,0.03905435160505273,18,0
19,2004-09-22,São Paulo,2936.85,Ensino Médio,3,Casado,Indústria,1,0.0136986301369863,0.0556364064341168,-0.9726027397260274,-0.8887271871317663,-1.3644007479446951,-1.102707242558157,-0.8260869565217391,-0.7409520422075998,True,False,False,False,2,2,25,7.9854333002909135,8.452783524684245,0.0382431336191911,57,19
21,2003-01-07,Roraima,2892.95,Ensino Fundamental,1,Casado,Educação,3,0.0410958904109589,0.0540894726753003,-0.9178082191780822,-0.8918210546493993,-1.234535219020052,-1.1153296590900643,-0.7391304347826086,-0.7513616693342818,True,False,False,False,1,1,22,7.970377629917092,8.435933641543235,0.037200139065940434,21,63
59,1964-10-26,Pará,17026.17,Ensino Superior,0,Casado,Tecnologia,39,0.5616438356164383,0.5521112298229094,0.1232876712328765,0.1042224596458187,1.2329098305481714,2.948346645627158,0.9130434782608696,2.599926492382476,True,False,False,False,3,4,15,9.742565582513635,10.444113693011928,0.03812724533549658,0,2301
22,2001-11-10,Goiás,5185.59,Ensino Médio,2,Solteiro,Comércio,3,0.0547945205479452,0.1348767668168261,-0.8904109589041096,-0.7302464663663477,-1.1696024545577304,-0.456134737957662,-0.6956521739130435,-0.207727784693817,False,False,True,False,2,0,8,8.553831727464024,9.09154516774475,0.03905435160505273,44,66
57,1967-04-03,Rondônia,4204.97,Ensino Médio,3,Divorciado,Educação,21,0.5342465753424658,0.1003220018379969,0.0684931506849315,-0.7993559963240062,1.103044301623528,-0.7380890454637932,0.8260869565217391,-0.4402537198411286,False,True,False,False,2,1,21,8.34426022356959,8.855433844282945,0.03569359137791169,171,1197
53,1970-09-29,Bahia,8967.94,Ensino Médio,1,Casado,Comércio,13,0.4794520547945206,0.2681579718887955,-0.0410958904109588,-0.4636840562224089,0.8433132437742413,0.631391393465127,0.6521739130434783,0.6891481415614442,True,False,False,False,2,0,4,9.101522776386629,9.711902318662153,0.03592536794530073,53,689
23,2001-01-25,Pernambuco,8801.98,Ensino Superior,0,Casado,Tecnologia,3,0.0684931506849315,0.2623099280023904,-0.863013698630137,-0.4753801439952191,-1.1046696900954087,0.5836734834962116,-0.6521739130434783,0.6497954828383424,True,False,False,False,3,4,16,9.082845579505582,9.69066801926247,0.03905435160505273,0,69
88,1935-12-04,Amazonas,2813.73,Ensino Fundamental,2,Solteiro,Saúde,27,0.958904109589041,0.0512979443752219,0.917808219178082,-0.8974041112495561,3.1159599999554994,-1.1381075141619943,2.1739130434782608,-0.7701464224316794,False,False,True,False,1,3,3,7.942621621231226,8.40487927926432,0.039170239888747245,176,2376
25,1998-08-10,Distrito Federal,4038.33,Ensino Médio,1,Casado,Comércio,1,0.0958904109589041,0.0944499963352821,-0.8082191780821918,-0.8111000073294357,-0.9748041611707652,-0.7860024735019953,-0.5652173913043478,-0.4797676210800878,True,False,False,False,2,0,6,8.303834115617802,8.80996852517793,0.0363889210800788,25,25
88,1936-03-17,Goiás,4843.84,Ensino Superior,0,Solteiro,Tecnologia,12,0.958904109589041,0.1228342927376569,0.917808219178082,-0.7543314145246862,3.1159599999554994,-0.5543969441029786,2.1739130434782608,-0.2887640049795483,False,False,True,False,3,4,8,8.48566950004376,9.014674338041642,0.03905435160505273,0,1056
18,2006-02-14,Acre,7335.02,Ensino Médio,0,Casado,Tecnologia,0,0.0,0.21061767408819,-1.0,-0.57876465182362,-1.429333512407017,0.1618835027297639,-0.8695652173913043,0.3019479518643667,True,False,False,False,2,4,0,8.900551740213936,9.483709898825746,0.036620697647467844,0,0
24,1999-07-24,Maranhão,5096.93,Ensino Médio,0,Solteiro,Educação,0,0.0821917808219178,0.1317525949020956,-0.8356164383561644,-0.7364948101958088,-1.039736925633087,-0.4816268438738105,-0.6086956521739131,-0.2287509633054715,False,False,True,False,2,1,9,8.53658985396694,9.072093435650093,0.0363889210800788,0,0
65,1958-06-03,Paraíba,13917.07,Ensino Médio,0,Viúvo,Indústria,32,0.6438356164383562,0.442553786781081,0.2876712328767123,-0.114892426437838,1.622506417322101,2.054397779127074,1.173913043478261,1.862692512893473,False,False,False,True,2,2,14,9.540943274850402,10.213102354338876,0.03766369220071851,0,2080
18,2006-03-24,Distrito Federal,6734.71,Pós-graduação,2,Casado,Educação,0,0.0,0.1894641477839733,-1.0,-0.6210717044320534,-1.429333512407017,-0.0107215739961908,-0.8695652173913043,0.1596016361372932,True,False,False,False,4,1,6,8.815178502738856,9.386968610251122,0.0363889210800788,36,0
19,2005-01-12,Sergipe,8549.4,Pós-graduação,4,Casado,Indústria,0,0.0136986301369863,0.253409597050184,-0.9726027397260274,-0.493180805899632,-1.3644007479446951,0.5110500218190088,-0.8260869565217391,0.5899033730511588,True,False,False,False,4,2,24,9.053733344462216,9.65758117561941,0.034766485108355547,76,0
85,1939-01-04,Santa Catarina,13081.43,Ensino Médio,2,Casado,Indústria,49,0.9178082191780822,0.4131077793501609,0.8356164383561644,-0.1737844412996781,2.9211617065685345,1.814129074099211,2.0434782608695654,1.664544430612366,True,False,False,False,2,2,23,9.47902538757277,10.14229096919277,0.03523003824313362,170,4165
59,1964-11-07,São Paulo,12474.65,Ensino Superior,0,Casado,Educação,16,0.5616438356164383,0.3917262653142918,0.1232876712328765,-0.2165474693714164,1.2329098305481714,1.639663700449305,0.9130434782608696,1.520663939771178,True,False,False,False,3,1,25,9.431534023470759,10.088020158035468,0.0382431336191911,0,944
34,1989-07-01,Piauí,7565.66,Pós-graduação,2,Solteiro,Tecnologia,1,0.2191780821917808,0.2187448905376986,-0.5616438356164384,-0.5625102189246027,-0.3904092810098703,0.2281986314067376,-0.1739130434782608,0.3566376193016776,False,False,True,False,4,4,17,8.931507033743728,9.518815911964477,0.03743191563332947,68,34
37,1986-09-23,Goiás,10279.89,Ensino Médio,0,Casado,Tecnologia,10,0.2602739726027397,0.3143880344145189,-0.4794520547945204,-0.3712239311709621,-0.1956109876229053,1.0086118802313244,-0.0434782608695652,1.0002394925603175,True,False,False,False,2,4,8,9.238042111137167,9.867282659865143,0.03905435160505273,0,370
33,1990-12-01,Sergipe,10491.23,Ensino Superior,0,Casado,Tecnologia,9,0.2054794520547945,0.321835163812885,-0.589041095890411,-0.3563296723742298,-0.455342045472192,1.0693777460594187,-0.217391304347826,1.0503527180034382,True,False,False,False,3,4,24,9.258390262210465,9.890467682148671,0.034766485108355547,0,297
61,1962-12-11,Minas Gerais,4189.37,Ensino Médio,0,Solteiro,Educação,7,0.589041095890411,0.0997722941697158,0.1780821917808219,-0.8004554116605682,1.3627753594728147,-0.7425744599944939,1.0,-0.4439528128519771,False,False,True,False,2,1,12,8.340544314506744,8.851253655625559,0.03673658593116236,0,427
30,1994-03-05,Amazonas,4253.02,Ensino Superior,0,Casado,Comércio,6,0.1643835616438356,0.1020151719316445,-0.6712328767123288,-0.7959696561367109,-0.650140338859157,-0.7242733936560902,-0.3478260869565217,-0.4288600391250221,True,False,False,False,3,0,3,8.355619697206583,8.868213972542577,0.039170239888747245,0,180
19,2005-03-13,São Paulo,3472.01,Ensino Médio,4,Casado,Saúde,0,0.0136986301369863,0.0744941984698393,-0.9726027397260274,-0.8510116030603213,-1.3644007479446951,-0.9488345220293272,-0.8260869565217391,-0.614054182227755,True,False,False,False,2,3,25,8.152776932094953,8.640311062170941,0.0382431336191911,76,0
27,1996-07-26,São Paulo,5043.59,Ensino Médio,5,Solteiro,Tecnologia,5,0.1232876712328767,0.129873017528627,-0.7534246575342466,-0.7402539649427459,-0.844938632246122,-0.4969635112499369,-0.4782608695652174,-0.2413990159464105,False,False,True,False,2,4,25,8.526071660902485,9.060229469702556,0.0382431336191911,135,135
53,1971-02-14,Pernambuco,16878.91,Pós-graduação,2,Casado,Educação,14,0.4794520547945206,0.5469221303850208,-0.0410958904109588,0.0938442607700416,0.8433132437742413,2.9060054825636343,0.6521739130434783,2.565008002845456,True,False,False,False,4,1,16,9.73387943638218,10.434147874905358,0.03905435160505273,106,742
45,1978-12-24,Roraima,9106.5,Ensino Médio,0,Solteiro,Saúde,21,0.3698630136986301,0.2730405035886044,-0.2602739726027396,-0.4539189928227912,0.323851128075668,0.6712310753480678,0.3043478260869565,0.7220036753808762,False,False,True,False,2,3,22,9.11685352888272,9.729336193728747,0.037200139065940434,0,945
40,1983-12-17,Distrito Federal,6051.48,Ensino Fundamental,3,Solteiro,Tecnologia,22,0.3013698630136986,0.1653887137968167,-0.3972602739726028,-0.6692225724063665,-0.0008126942359403,-0.2071683541122542,0.0869565217391304,-0.00240678167052,False,False,True,False,1,4,6,8.708223384387093,9.265936024473302,0.0363889210800788,120,880
43,1981-04-06,Rondônia,6732.19,Ensino Médio,0,Casado,Comércio,12,0.3424657534246574,0.1893753488529432,-0.3150684931506851,-0.6212493022941135,0.1939855991510246,-0.0114461409588425,0.217391304347826,0.159004090343233,True,False,False,False,2,0,21,8.814804307365899,9.386544844621362,0.03569359137791169,0,516
27,1996-10-17,Minas Gerais,2975.55,Ensino Médio,0,Divorciado,Indústria,3,0.1232876712328767,0.0570001043035062,-0.7534246575342466,-0.8859997913929875,-0.844938632246122,-1.0915799642031496,-0.4782608695652174,-0.7317754460845337,False,True,False,False,2,2,12,7.998520190705338,8.467432913443076,0.03673658593116236,0,81
45,1978-08-02,Paraíba,11210.57,Ensino Superior,1,Solteiro,Comércio,25,0.3698630136986301,0.347183030101428,-0.2602739726027396,-0.3056339397971439,0.323851128075668,1.276207110707764,0.3043478260869565,1.2209235876459776,False,False,True,False,3,0,14,9.324701559783266,9.966070098074775,0.03766369220071851,45,1125
22,2001-12-10,Mato Grosso,4559.16,Ensino Superior,0,Casado,Educação,2,0.0547945205479452,0.1128028325449491,-0.8904109589041096,-0.7743943349101017,-1.1696024545577304,-0.6362500087568155,-0.6956521739130435,-0.3562677100005929,True,False,False,False,3,1,10,8.42511298961217,8.946442955408397,0.03557770309421718,0,44
39,1984-05-22,Amapá,4054.92,Ensino Fundamental,0,Solteiro,Comércio,5,0.2876712328767122,0.0950345892978964,-0.4246575342465755,-0.8099308214042071,-0.0657454586982619,-0.7812324076645386,0.0434782608695652,-0.4758337779358587,False,False,True,False,1,0,2,8.307932821210624,8.814576962709905,0.0369683624985514,0,195
55,1969-01-28,Tocantins,12509.8,Pós-graduação,1,Casado,Saúde,19,0.5068493150684931,0.3929648694514762,0.0136986301369861,-0.2140702610970475,0.9731787726988846,1.6497702594720056,0.7391304347826086,1.528998755112929,True,False,False,False,4,3,26,9.434347550257245,10.091234305506065,0.0369683624985514,55,1045
59,1964-08-12,Acre,3654.98,Ensino Fundamental,1,Divorciado,Comércio,12,0.5616438356164383,0.0809416351406969,0.1232876712328765,-0.8381167297186061,1.2329098305481714,-0.8962257850625135,0.9130434782608696,-0.5706680893947478,False,True,False,False,1,0,0,8.204119462099559,8.697935035589646,0.036620697647467844,59,708
49,1975-01-10,Rio de Janeiro,8611.1,Ensino Superior,0,Casado,Saúde,13,0.4246575342465754,0.2555837613535776,-0.1506849315068492,-0.4888324772928448,0.5835821859249547,0.528790411341075,0.4782608695652174,0.6045337601517577,True,False,False,False,3,3,20,9.060923470121436,9.665751684138648,0.03592536794530073,0,637
